Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year,Award
Nira Khurana,Excelsior,"Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)",2016,All-Rookie
Paul Flannery,SB Nation,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Hernangomez, Willy (N.Y.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2016,All-Rookie
Rachel Nichols,ABC/ESPN,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)",2016,All-Rookie
Ramona Shelburne,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)",2016,All-Rookie
Reggie Miller,Turner,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)",2016,All-Rookie
Ric Bucher,Bleacher Report,"Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Saric, Dario (Phi.)","Sabonis, Domantas (OKC.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Dunn, Kris (Min.)",2016,All-Rookie
Richard Walker,Gaston Gazette,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Hernangomez, Juan (Den.)","Ulis, Tyler (Pho.)","Murray, Dejounte (S.A.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)",2016,All-Rookie
Rod Beard,Detroit News,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2016,All-Rookie
Ron Tillery,Memphis Commercial-Appeal,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Murray, Dejounte (S.A.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2016,All-Rookie
Royce Young,ESPN,"Murray, Jamal (Den.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)",2016,All-Rookie
Ryan Wolstat,Toronto Sun,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","LeVert, Caris (Bkn.)","Ferrell, Yogi (Dal.)",2016,All-Rookie
Sage Steele,ABC/ESPN,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)",2016,All-Rookie
Sam Amick,USA Today,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)",2016,All-Rookie
Sean Deveney,The Sporting News,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","LeVert, Caris (Bkn.)",2016,All-Rookie
Sekou Smith,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","LeVert, Caris (Bkn.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Ulis, Tyler (Pho.)",2016,All-Rookie
Sherrod Blakely,CSN New England,"Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Prince, Taurean (Atl.)","Ferrell, Yogi (Dal.)","Sabonis, Domantas (OKC.)",2016,All-Rookie
Steve Aschburner,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","McCaw, Patrick (G.S.)",2016,All-Rookie
Steve Kyler,Basketball Insiders,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Labissiere, Skal (Sac.)","Murray, Jamal (Den.)","LeVert, Caris (Bkn.)","Brown, Jaylen (Bos.)",2016,All-Rookie
Steve Smith,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","McCaw, Patrick (G.S.)","Sabonis, Domantas (OKC.)",2016,All-Rookie
Tim Reynolds,Associated Press,"Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Saric, Dario (Phi.)","McGruder, Rodney (Mia.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Abrines, Alex (OKC.)",2016,All-Rookie
TJ Manotoc,ABC-CBN,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Abrines, Alex (OKC.)","Bembry, DeAndre (Atl.)","Dunn, Kris (Min.)","Prince, Taurean (Atl.)",2016,All-Rookie
Tony Jones,Salt Lake Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ulis, Tyler (Pho.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)","McCaw, Patrick (G.S.)",2016,All-Rookie
Vince Goodwill,CSN Chicago,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)",2016,All-Rookie
Weiping Zhang,CCTV,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Sabonis, Domantas (OKC.)","McGruder, Rodney (Mia.)",2016,All-Rookie
Yoko Miyaji,Sports Graphic Number,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)",2016,All-Rookie
Zach Lowe,ESPN.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","McGruder, Rodney (Mia.)",2016,All-Rookie
