Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Forward (3-1),Forward (3-2),Center (3-1),Guard (3-1),Guard (3-2),Year
Kurt Helin,NBCSports.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Thomas, Isaiah (Bos.)",2016
Lang Whitaker,NBA.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Lee Jenkins,Sports Illustrated,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Thomas, Isaiah (Bos.)","Wall, John (Was.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Jokic, Nikola (Den.)","Curry, Stephen (G.S.)","DeRozan, DeMar (Tor.)",2016
Lisa Yang,Tencent,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Thompson, Klay (G.S.)",2016
Manny Navaro,Miami Herald,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Davis, Anthony (N.O.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Marc Berman,New York Post,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Curry, Stephen (G.S.)","Thompson, Klay (G.S.)","Butler, Jimmy (Chi.)","Griffin, Blake (LA-C)","Jordan, DeAndre (LA-C)","Irving, Kyrie (Cle.)","DeRozan, DeMar (Tor.)",2016
Marc Kestecher,ESPN Radio,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Davis, Anthony (N.O.)","Cousins, DeMarcus (N.O.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Marc Spears,The Undefeated,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Davis, Anthony (N.O.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Marc Stein,ESPN.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Hayward, Gordon (Utah)","Green, Draymond (G.S.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Marcelo Nogueira,Ole,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gasol, Marc (Mem.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Aldridge, LaMarcus (S.A.)","George, Paul (Ind.)","Horford, Al (Bos.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2016
Mark Jackson,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Paul, Chris (LA-C)","Wall, John (Was.)",2016
Mark Medina,LA Daily News,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Wall, John (Was.)",2016
Matt Moore,CBSSports.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Wall, John (Was.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Thomas, Isaiah (Bos.)",2016
Matt Winer,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","George, Paul (Ind.)","Gasol, Marc (Mem.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Michael Grange,Rogers Sportsnet,"James, LeBron (Cle.)","Davis, Anthony (N.O.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Leonard, Kawhi (S.A.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Wall, John (Was.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Towns, Karl-Anthony (Min.)","DeRozan, DeMar (Tor.)","Thomas, Isaiah (Bos.)",2016
Michael Wilbon,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Irving, Kyrie (Cle.)","Wall, John (Was.)",2016
Michelle Beadle,ABC/ESPN,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Paul, Chris (LA-C)","Wall, John (Was.)",2016
Mike Breen,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2016
Nate Taylor,Indianapolis Star,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thompson, Klay (G.S.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Jokic, Nikola (Den.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Nira Khurana,Excelsior,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Green, Draymond (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Durant, Kevin (G.S.)","George, Paul (Ind.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Paul Flannery,SB Nation,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","Paul, Chris (LA-C)",2016
Rachel Nichols,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Jokic, Nikola (Den.)","Wall, John (Was.)","Paul, Chris (LA-C)",2016
Ramona Shelburne,ESPN.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Lillard, Damian (Por.)",2016
Reggie Miller,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Hayward, Gordon (Utah)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2016
Ric Bucher,Bleacher Report,"Durant, Kevin (G.S.)","James, LeBron (Cle.)","Cousins, DeMarcus (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gasol, Marc (Mem.)","Curry, Stephen (G.S.)","Wall, John (Was.)","Antetokounmpo, Giannis (Mil.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)",2016
Richard Walker,Gaston Gazette,"Davis, Anthony (N.O.)","James, LeBron (Cle.)","Green, Draymond (G.S.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Towns, Karl-Anthony (Min.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Leonard, Kawhi (S.A.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Irving, Kyrie (Cle.)",2016
Rod Beard,Detroit News,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Green, Draymond (G.S.)","George, Paul (Ind.)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Ron Tillery,Memphis Commercial-Appeal,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","George, Paul (Ind.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","DeRozan, DeMar (Tor.)","Wall, John (Was.)",2016
Royce Young,ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Wall, John (Was.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Thomas, Isaiah (Bos.)","Thompson, Klay (G.S.)",2016
Ryan Wolstat,Toronto Sun,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Sage Steele,ABC/ESPN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Green, Draymond (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Durant, Kevin (G.S.)","Butler, Jimmy (Chi.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Paul, Chris (LA-C)",2016
Sam Amick,USA Today,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Paul, Chris (LA-C)","Wall, John (Was.)",2016
Sean Deveney,The Sporting News,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Hayward, Gordon (Utah)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","George, Paul (Ind.)","Butler, Jimmy (Chi.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Sekou Smith,NBA.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Jordan, DeAndre (LA-C)","Lillard, Damian (Por.)","Curry, Stephen (G.S.)",2016
Sherrod Blakely,CSN New England,"Durant, Kevin (G.S.)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","James, LeBron (Cle.)","Cousins, DeMarcus (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Hayward, Gordon (Utah)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Irving, Kyrie (Cle.)","DeRozan, DeMar (Tor.)",2016
Steve Aschburner,NBA.com,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Steve Kyler,Basketball Insiders,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Jordan, DeAndre (LA-C)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Cousins, DeMarcus (N.O.)","Lillard, Damian (Por.)","Curry, Stephen (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Paul, Chris (LA-C)",2016
Steve Smith,Turner,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","DeRozan, DeMar (Tor.)","Thomas, Isaiah (Bos.)","Hayward, Gordon (Utah)","Green, Draymond (G.S.)","Cousins, DeMarcus (N.O.)","Wall, John (Was.)","Curry, Stephen (G.S.)",2016
Tim Reynolds,Associated Press,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Thomas, Isaiah (Bos.)","Curry, Stephen (G.S.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
TJ Manotoc,ABC-CBN,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Jordan, DeAndre (LA-C)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Whiteside, Hassan (Mia.)","Paul, Chris (LA-C)","Wall, John (Was.)",2016
Tony Jones,Salt Lake Tribune,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Wall, John (Was.)","Green, Draymond (G.S.)","Hayward, Gordon (Utah)","Jordan, DeAndre (LA-C)","Paul, Chris (LA-C)","DeRozan, DeMar (Tor.)",2016
Vince Goodwill,CSN Chicago,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Paul, Chris (LA-C)","Durant, Kevin (G.S.)","Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Thomas, Isaiah (Bos.)","Wall, John (Was.)",2016
Weiping Zhang,CCTV,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Green, Draymond (G.S.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Irving, Kyrie (Cle.)","George, Paul (Ind.)","Hayward, Gordon (Utah)","Cousins, DeMarcus (N.O.)","Thomas, Isaiah (Bos.)","Thompson, Klay (G.S.)",2016
Yoko Miyaji,Sports Graphic Number,"James, LeBron (Cle.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Harden, James (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Green, Draymond (G.S.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Durant, Kevin (G.S.)","Hayward, Gordon (Utah)","Jordan, DeAndre (LA-C)","Wall, John (Was.)","DeRozan, DeMar (Tor.)",2016
Zach Lowe,ESPN.com,"Leonard, Kawhi (S.A.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Westbrook, Russell (OKC.)","Harden, James (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Gobert, Rudy (Utah)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)","Green, Draymond (G.S.)","Durant, Kevin (G.S.)","Gasol, Marc (Mem.)","Wall, John (Was.)","Paul, Chris (LA-C)",2016
